,Genre,Tags,Positive Reviews,Negative Reviews,Copies Sold,Positive Percentage
36292,Adventure,Adventure,117,113,200000-500000,0.508695652173913
36293,Adventure,Indie,117,113,200000-500000,0.508695652173913
36294,Indie,Action,117,113,200000-500000,0.508695652173913
36295,Indie,Adventure,117,113,200000-500000,0.508695652173913
36296,Indie,Indie,117,113,200000-500000,0.508695652173913
36297,Adventure,Indie,171,47,200000-500000,0.7844036697247706
36298,Adventure,Adventure,171,47,200000-500000,0.7844036697247706
36299,Adventure,Casual,171,47,200000-500000,0.7844036697247706
36300,Casual,Indie,171,47,200000-500000,0.7844036697247706
36301,Casual,Adventure,171,47,200000-500000,0.7844036697247706
36302,Casual,Casual,171,47,200000-500000,0.7844036697247706
36303,Indie,Indie,171,47,200000-500000,0.7844036697247706
36304,Indie,Adventure,171,47,200000-500000,0.7844036697247706
36305,Indie,Casual,171,47,200000-500000,0.7844036697247706
36306,Adventure,Adventure,36,38,100000-200000,0.4864864864864865
36307,Adventure,RPG,36,38,100000-200000,0.4864864864864865
36308,Adventure,Indie,36,38,100000-200000,0.4864864864864865
36309,Indie,Adventure,36,38,100000-200000,0.4864864864864865
36310,Indie,RPG,36,38,100000-200000,0.4864864864864865
36311,Indie,Indie,36,38,100000-200000,0.4864864864864865
36312,RPG,Adventure,36,38,100000-200000,0.4864864864864865
36313,RPG,RPG,36,38,100000-200000,0.4864864864864865
36314,RPG,Indie,36,38,100000-200000,0.4864864864864865
36315,Action,Action,19,10,20000-50000,0.6551724137931034
36316,Action,Indie,19,10,20000-50000,0.6551724137931034
36317,Action,Simulation,19,10,20000-50000,0.6551724137931034
36318,Indie,Action,19,10,20000-50000,0.6551724137931034
36319,Indie,Indie,19,10,20000-50000,0.6551724137931034
36320,Indie,Simulation,19,10,20000-50000,0.6551724137931034
36321,Simulation,Action,19,10,20000-50000,0.6551724137931034
36322,Simulation,Indie,19,10,20000-50000,0.6551724137931034
36323,Simulation,Simulation,19,10,20000-50000,0.6551724137931034
36324,Indie,Indie,15,7,20000-50000,0.6818181818181818
36325,Indie,Sports,15,7,20000-50000,0.6818181818181818
36326,Indie,VR,15,7,20000-50000,0.6818181818181818
36327,Sports,Indie,15,7,20000-50000,0.6818181818181818
36328,Sports,Sports,15,7,20000-50000,0.6818181818181818
36329,Sports,VR,15,7,20000-50000,0.6818181818181818
36330,Free to Play,Free to Play,43,19,50000-100000,0.6935483870967742
36331,Free to Play,Indie,43,19,50000-100000,0.6935483870967742
36332,Free to Play,VR,43,19,50000-100000,0.6935483870967742
36333,Indie,Free to Play,43,19,50000-100000,0.6935483870967742
36334,Indie,Indie,43,19,50000-100000,0.6935483870967742
36335,Indie,VR,43,19,50000-100000,0.6935483870967742
36336,Action,Action,862,624,50000-100000,0.5800807537012113
36337,Simulation,Strategy,8974,528,200000-500000,0.9444327509997895
36338,Simulation,Simulation,8974,528,200000-500000,0.9444327509997895
36339,Simulation,RTS,8974,528,200000-500000,0.9444327509997895
36340,Strategy,Strategy,8974,528,200000-500000,0.9444327509997895
36341,Strategy,Simulation,8974,528,200000-500000,0.9444327509997895
36342,Strategy,RTS,8974,528,200000-500000,0.9444327509997895
36343,Action,Early Access,842,52,20000-50000,0.941834451901566
36344,Action,Sports,842,52,20000-50000,0.941834451901566
36345,Action,Action,842,52,20000-50000,0.941834451901566
36346,Sports,Early Access,842,52,20000-50000,0.941834451901566
36347,Sports,Sports,842,52,20000-50000,0.941834451901566
36348,Sports,Action,842,52,20000-50000,0.941834451901566
36349,Early Access,Early Access,842,52,20000-50000,0.941834451901566
36350,Early Access,Sports,842,52,20000-50000,0.941834451901566
36351,Early Access,Action,842,52,20000-50000,0.941834451901566
36352,Strategy,Strategy,28,19,20000-50000,0.5957446808510638
36353,Strategy,Multiplayer,28,19,20000-50000,0.5957446808510638
36354,Adventure,Casual,580,47,20000-50000,0.9250398724082934
36355,Adventure,Indie,580,47,20000-50000,0.9250398724082934
36356,Adventure,Simulation,580,47,20000-50000,0.9250398724082934
36357,Casual,Casual,580,47,20000-50000,0.9250398724082934
36358,Casual,Indie,580,47,20000-50000,0.9250398724082934
36359,Casual,Simulation,580,47,20000-50000,0.9250398724082934
36360,Indie,Casual,580,47,20000-50000,0.9250398724082934
36361,Indie,Indie,580,47,20000-50000,0.9250398724082934
36362,Indie,Simulation,580,47,20000-50000,0.9250398724082934
36363,Simulation,Casual,580,47,20000-50000,0.9250398724082934
36364,Simulation,Indie,580,47,20000-50000,0.9250398724082934
36365,Simulation,Simulation,580,47,20000-50000,0.9250398724082934
36366,Action,Action,23,39,20000-50000,0.3709677419354839
36367,Action,Indie,23,39,20000-50000,0.3709677419354839
36368,Indie,Action,23,39,20000-50000,0.3709677419354839
36369,Indie,Indie,23,39,20000-50000,0.3709677419354839
36370,Adventure,Adventure,40,5,20000-50000,0.8888888888888888
36371,Adventure,Indie,40,5,20000-50000,0.8888888888888888
36372,Adventure,Point & Click,40,5,20000-50000,0.8888888888888888
36373,Indie,Adventure,40,5,20000-50000,0.8888888888888888
36374,Indie,Indie,40,5,20000-50000,0.8888888888888888
36375,Indie,Point & Click,40,5,20000-50000,0.8888888888888888
36376,Action,Early Access,376,84,20000-50000,0.8173913043478261
36377,Action,Adventure,376,84,20000-50000,0.8173913043478261
36378,Action,Action,376,84,20000-50000,0.8173913043478261
36379,Adventure,Early Access,376,84,20000-50000,0.8173913043478261
36380,Adventure,Adventure,376,84,20000-50000,0.8173913043478261
36381,Adventure,Action,376,84,20000-50000,0.8173913043478261
36382,Indie,Early Access,376,84,20000-50000,0.8173913043478261
36383,Indie,Adventure,376,84,20000-50000,0.8173913043478261
36384,Indie,Action,376,84,20000-50000,0.8173913043478261
36385,RPG,Early Access,376,84,20000-50000,0.8173913043478261
36386,RPG,Adventure,376,84,20000-50000,0.8173913043478261
36387,RPG,Action,376,84,20000-50000,0.8173913043478261
36388,Simulation,Early Access,376,84,20000-50000,0.8173913043478261
36389,Simulation,Adventure,376,84,20000-50000,0.8173913043478261
36390,Simulation,Action,376,84,20000-50000,0.8173913043478261
36391,Early Access,Early Access,376,84,20000-50000,0.8173913043478261
36392,Early Access,Adventure,376,84,20000-50000,0.8173913043478261
36393,Early Access,Action,376,84,20000-50000,0.8173913043478261
36394,Action,Indie,73,32,20000-50000,0.6952380952380952
36395,Action,Action,73,32,20000-50000,0.6952380952380952
36396,Action,Adventure,73,32,20000-50000,0.6952380952380952
36397,Adventure,Indie,73,32,20000-50000,0.6952380952380952
36398,Adventure,Action,73,32,20000-50000,0.6952380952380952
36399,Adventure,Adventure,73,32,20000-50000,0.6952380952380952
36400,Indie,Indie,73,32,20000-50000,0.6952380952380952
36401,Indie,Action,73,32,20000-50000,0.6952380952380952
36402,Indie,Adventure,73,32,20000-50000,0.6952380952380952
36403,Racing,Indie,73,32,20000-50000,0.6952380952380952
36404,Racing,Action,73,32,20000-50000,0.6952380952380952
36405,Racing,Adventure,73,32,20000-50000,0.6952380952380952
36406,Casual,Casual,36,20,20000-50000,0.6428571428571429
36407,Casual,Indie,36,20,20000-50000,0.6428571428571429
36408,Indie,Casual,36,20,20000-50000,0.6428571428571429
36409,Indie,Indie,36,20,20000-50000,0.6428571428571429
36410,Casual,Casual,300,27,50000-100000,0.9174311926605505
36411,Casual,Indie,300,27,50000-100000,0.9174311926605505
36412,Casual,Strategy,300,27,50000-100000,0.9174311926605505
36413,Indie,Casual,300,27,50000-100000,0.9174311926605505
36414,Indie,Indie,300,27,50000-100000,0.9174311926605505
36415,Indie,Strategy,300,27,50000-100000,0.9174311926605505
36416,Adventure,Adventure,32,15,100000-200000,0.6808510638297872
36417,Adventure,Point & Click,32,15,100000-200000,0.6808510638297872
36418,Adventure,Adventure,183,28,20000-50000,0.8672985781990521
36419,Adventure,VR,183,28,20000-50000,0.8672985781990521
36420,Adventure,Indie,183,28,20000-50000,0.8672985781990521
36421,Indie,Adventure,183,28,20000-50000,0.8672985781990521
36422,Indie,VR,183,28,20000-50000,0.8672985781990521
36423,Indie,Indie,183,28,20000-50000,0.8672985781990521
36424,Action,Free to Play,44,5,20000-50000,0.8979591836734694
36425,Action,Action,44,5,20000-50000,0.8979591836734694
36426,Action,Indie,44,5,20000-50000,0.8979591836734694
36427,Casual,Free to Play,44,5,20000-50000,0.8979591836734694
36428,Casual,Action,44,5,20000-50000,0.8979591836734694
36429,Casual,Indie,44,5,20000-50000,0.8979591836734694
36430,Free to Play,Free to Play,44,5,20000-50000,0.8979591836734694
36431,Free to Play,Action,44,5,20000-50000,0.8979591836734694
36432,Free to Play,Indie,44,5,20000-50000,0.8979591836734694
36433,Indie,Free to Play,44,5,20000-50000,0.8979591836734694
36434,Indie,Action,44,5,20000-50000,0.8979591836734694
36435,Indie,Indie,44,5,20000-50000,0.8979591836734694
36436,Simulation,Free to Play,44,5,20000-50000,0.8979591836734694
36437,Simulation,Action,44,5,20000-50000,0.8979591836734694
36438,Simulation,Indie,44,5,20000-50000,0.8979591836734694
36439,Strategy,Free to Play,44,5,20000-50000,0.8979591836734694
36440,Strategy,Action,44,5,20000-50000,0.8979591836734694
36441,Strategy,Indie,44,5,20000-50000,0.8979591836734694
36442,Action,Action,365,69,20000-50000,0.8410138248847926
36443,Action,Platformer,365,69,20000-50000,0.8410138248847926
36444,Adventure,Hidden Object,407,33,50000-100000,0.925
36445,Adventure,Adventure,407,33,50000-100000,0.925
36446,Adventure,Casual,407,33,50000-100000,0.925
36447,Casual,Hidden Object,407,33,50000-100000,0.925
36448,Casual,Adventure,407,33,50000-100000,0.925
36449,Casual,Casual,407,33,50000-100000,0.925
36450,Adventure,Adventure,48,27,50000-100000,0.64
36451,Adventure,Indie,48,27,50000-100000,0.64
36452,Adventure,Casual,48,27,50000-100000,0.64
36453,Casual,Adventure,48,27,50000-100000,0.64
36454,Casual,Indie,48,27,50000-100000,0.64
36455,Casual,Casual,48,27,50000-100000,0.64
36456,Indie,Adventure,48,27,50000-100000,0.64
36457,Indie,Indie,48,27,50000-100000,0.64
36458,Indie,Casual,48,27,50000-100000,0.64
36459,Action,Action,469,314,100000-200000,0.598978288633461
36460,Action,Adventure,469,314,100000-200000,0.598978288633461
36461,Action,Anime,469,314,100000-200000,0.598978288633461
36462,Adventure,Action,469,314,100000-200000,0.598978288633461
36463,Adventure,Adventure,469,314,100000-200000,0.598978288633461
36464,Adventure,Anime,469,314,100000-200000,0.598978288633461
36465,RPG,RPG,628,69,50000-100000,0.9010043041606887
36466,RPG,Anime,628,69,50000-100000,0.9010043041606887
36467,Action,Adventure,179,69,50000-100000,0.7217741935483871
36468,Action,Action,179,69,50000-100000,0.7217741935483871
36469,Action,Massively Multiplayer,179,69,50000-100000,0.7217741935483871
36470,Adventure,Adventure,179,69,50000-100000,0.7217741935483871
36471,Adventure,Action,179,69,50000-100000,0.7217741935483871
36472,Adventure,Massively Multiplayer,179,69,50000-100000,0.7217741935483871
36473,Massively Multiplayer,Adventure,179,69,50000-100000,0.7217741935483871
36474,Massively Multiplayer,Action,179,69,50000-100000,0.7217741935483871
36475,Massively Multiplayer,Massively Multiplayer,179,69,50000-100000,0.7217741935483871
36476,Sports,Sports,32,21,20000-50000,0.6037735849056604
36477,Sports,VR,32,21,20000-50000,0.6037735849056604
36478,Casual,Casual,34,13,20000-50000,0.723404255319149
36479,Casual,Strategy,34,13,20000-50000,0.723404255319149
36480,Casual,Indie,34,13,20000-50000,0.723404255319149
36481,Indie,Casual,34,13,20000-50000,0.723404255319149
36482,Indie,Strategy,34,13,20000-50000,0.723404255319149
36483,Indie,Indie,34,13,20000-50000,0.723404255319149
36484,Strategy,Casual,34,13,20000-50000,0.723404255319149
36485,Strategy,Strategy,34,13,20000-50000,0.723404255319149
36486,Strategy,Indie,34,13,20000-50000,0.723404255319149
36487,RPG,RPG,6,5,20000-50000,0.5454545454545454
36488,RPG,RPGMaker,6,5,20000-50000,0.5454545454545454
36489,Adventure,Adventure,41,8,50000-100000,0.8367346938775511
36490,Adventure,Point & Click,41,8,50000-100000,0.8367346938775511
36491,Action,Action,127,22,20000-50000,0.8523489932885906
36492,Action,Indie,127,22,20000-50000,0.8523489932885906
36493,Action,FPS,127,22,20000-50000,0.8523489932885906
36494,Indie,Action,127,22,20000-50000,0.8523489932885906
36495,Indie,Indie,127,22,20000-50000,0.8523489932885906
36496,Indie,FPS,127,22,20000-50000,0.8523489932885906
36497,Action,Early Access,38,38,20000-50000,0.5
36498,Action,Action,38,38,20000-50000,0.5
36499,Action,Adventure,38,38,20000-50000,0.5
36500,Adventure,Early Access,38,38,20000-50000,0.5
36501,Adventure,Action,38,38,20000-50000,0.5
36502,Adventure,Adventure,38,38,20000-50000,0.5
36503,Casual,Early Access,38,38,20000-50000,0.5
36504,Casual,Action,38,38,20000-50000,0.5
36505,Casual,Adventure,38,38,20000-50000,0.5
36506,Indie,Early Access,38,38,20000-50000,0.5
36507,Indie,Action,38,38,20000-50000,0.5
36508,Indie,Adventure,38,38,20000-50000,0.5
36509,RPG,Early Access,38,38,20000-50000,0.5
36510,RPG,Action,38,38,20000-50000,0.5
36511,RPG,Adventure,38,38,20000-50000,0.5
36512,Simulation,Early Access,38,38,20000-50000,0.5
36513,Simulation,Action,38,38,20000-50000,0.5
36514,Simulation,Adventure,38,38,20000-50000,0.5
36515,Early Access,Early Access,38,38,20000-50000,0.5
36516,Early Access,Action,38,38,20000-50000,0.5
36517,Early Access,Adventure,38,38,20000-50000,0.5
36518,Casual,Indie,176,20,200000-500000,0.8979591836734694
36519,Casual,Casual,176,20,200000-500000,0.8979591836734694
36520,Casual,Puzzle,176,20,200000-500000,0.8979591836734694
36521,Indie,Indie,176,20,200000-500000,0.8979591836734694
36522,Indie,Casual,176,20,200000-500000,0.8979591836734694
36523,Indie,Puzzle,176,20,200000-500000,0.8979591836734694
36524,Casual,Casual,10099,485,200000-500000,0.9541761148904006
36525,Indie,Casual,10099,485,200000-500000,0.9541761148904006
36526,Action,Free to Play,1706,604,500000-1000000,0.7385281385281385
36527,Action,Anime,1706,604,500000-1000000,0.7385281385281385
36528,Action,RPG,1706,604,500000-1000000,0.7385281385281385
36529,Adventure,Free to Play,1706,604,500000-1000000,0.7385281385281385
36530,Adventure,Anime,1706,604,500000-1000000,0.7385281385281385
36531,Adventure,RPG,1706,604,500000-1000000,0.7385281385281385
36532,Free to Play,Free to Play,1706,604,500000-1000000,0.7385281385281385
36533,Free to Play,Anime,1706,604,500000-1000000,0.7385281385281385
36534,Free to Play,RPG,1706,604,500000-1000000,0.7385281385281385
36535,Massively Multiplayer,Free to Play,1706,604,500000-1000000,0.7385281385281385
36536,Massively Multiplayer,Anime,1706,604,500000-1000000,0.7385281385281385
36537,Massively Multiplayer,RPG,1706,604,500000-1000000,0.7385281385281385
36538,RPG,Free to Play,1706,604,500000-1000000,0.7385281385281385
36539,RPG,Anime,1706,604,500000-1000000,0.7385281385281385
36540,RPG,RPG,1706,604,500000-1000000,0.7385281385281385
36541,Adventure,Adventure,45,2,20000-50000,0.9574468085106383
36542,Adventure,Indie,45,2,20000-50000,0.9574468085106383
36543,Adventure,Casual,45,2,20000-50000,0.9574468085106383
36544,Casual,Adventure,45,2,20000-50000,0.9574468085106383
36545,Casual,Indie,45,2,20000-50000,0.9574468085106383
36546,Casual,Casual,45,2,20000-50000,0.9574468085106383
36547,Indie,Adventure,45,2,20000-50000,0.9574468085106383
36548,Indie,Indie,45,2,20000-50000,0.9574468085106383
36549,Indie,Casual,45,2,20000-50000,0.9574468085106383
36550,Casual,Casual,25,8,20000-50000,0.7575757575757576
36551,Casual,Simulation,25,8,20000-50000,0.7575757575757576
36552,Casual,VR,25,8,20000-50000,0.7575757575757576
36553,Simulation,Casual,25,8,20000-50000,0.7575757575757576
36554,Simulation,Simulation,25,8,20000-50000,0.7575757575757576
36555,Simulation,VR,25,8,20000-50000,0.7575757575757576
36556,Adventure,Casual,225,14,50000-100000,0.9414225941422594
36557,Adventure,Adventure,225,14,50000-100000,0.9414225941422594
36558,Adventure,VR,225,14,50000-100000,0.9414225941422594
36559,Casual,Casual,225,14,50000-100000,0.9414225941422594
36560,Casual,Adventure,225,14,50000-100000,0.9414225941422594
36561,Casual,VR,225,14,50000-100000,0.9414225941422594
36562,Action,Early Access,2796,342,200000-500000,0.8910133843212237
36563,Action,VR,2796,342,200000-500000,0.8910133843212237
36564,Action,Simulation,2796,342,200000-500000,0.8910133843212237
36565,Indie,Early Access,2796,342,200000-500000,0.8910133843212237
36566,Indie,VR,2796,342,200000-500000,0.8910133843212237
36567,Indie,Simulation,2796,342,200000-500000,0.8910133843212237
36568,Simulation,Early Access,2796,342,200000-500000,0.8910133843212237
36569,Simulation,VR,2796,342,200000-500000,0.8910133843212237
36570,Simulation,Simulation,2796,342,200000-500000,0.8910133843212237
36571,Strategy,Early Access,2796,342,200000-500000,0.8910133843212237
36572,Strategy,VR,2796,342,200000-500000,0.8910133843212237
36573,Strategy,Simulation,2796,342,200000-500000,0.8910133843212237
36574,Early Access,Early Access,2796,342,200000-500000,0.8910133843212237
36575,Early Access,VR,2796,342,200000-500000,0.8910133843212237
36576,Early Access,Simulation,2796,342,200000-500000,0.8910133843212237
36577,Indie,Strategy,4619,741,500000-1000000,0.8617537313432836
36578,Indie,Pixel Graphics,4619,741,500000-1000000,0.8617537313432836
36579,Indie,Survival,4619,741,500000-1000000,0.8617537313432836
36580,Simulation,Strategy,4619,741,500000-1000000,0.8617537313432836
36581,Simulation,Pixel Graphics,4619,741,500000-1000000,0.8617537313432836
36582,Simulation,Survival,4619,741,500000-1000000,0.8617537313432836
36583,Strategy,Strategy,4619,741,500000-1000000,0.8617537313432836
36584,Strategy,Pixel Graphics,4619,741,500000-1000000,0.8617537313432836
36585,Strategy,Survival,4619,741,500000-1000000,0.8617537313432836
36586,Action,Casual,13,5,20000-50000,0.7222222222222222
36587,Action,Indie,13,5,20000-50000,0.7222222222222222
36588,Action,Action,13,5,20000-50000,0.7222222222222222
36589,Adventure,Casual,13,5,20000-50000,0.7222222222222222
36590,Adventure,Indie,13,5,20000-50000,0.7222222222222222
36591,Adventure,Action,13,5,20000-50000,0.7222222222222222
36592,Casual,Casual,13,5,20000-50000,0.7222222222222222
36593,Casual,Indie,13,5,20000-50000,0.7222222222222222
36594,Casual,Action,13,5,20000-50000,0.7222222222222222
36595,Indie,Casual,13,5,20000-50000,0.7222222222222222
36596,Indie,Indie,13,5,20000-50000,0.7222222222222222
36597,Indie,Action,13,5,20000-50000,0.7222222222222222
36598,Indie,Strategy,2053,1168,100000-200000,0.6373796957466625
36599,Simulation,Strategy,2053,1168,100000-200000,0.6373796957466625
36600,Strategy,Strategy,2053,1168,100000-200000,0.6373796957466625
36601,Adventure,Strategy,156,233,50000-100000,0.40102827763496146
36602,Adventure,Indie,156,233,50000-100000,0.40102827763496146
36603,Adventure,Casual,156,233,50000-100000,0.40102827763496146
36604,Casual,Strategy,156,233,50000-100000,0.40102827763496146
36605,Casual,Indie,156,233,50000-100000,0.40102827763496146
36606,Casual,Casual,156,233,50000-100000,0.40102827763496146
36607,Indie,Strategy,156,233,50000-100000,0.40102827763496146
36608,Indie,Indie,156,233,50000-100000,0.40102827763496146
36609,Indie,Casual,156,233,50000-100000,0.40102827763496146
36610,Simulation,Strategy,156,233,50000-100000,0.40102827763496146
36611,Simulation,Indie,156,233,50000-100000,0.40102827763496146
36612,Simulation,Casual,156,233,50000-100000,0.40102827763496146
36613,Strategy,Strategy,156,233,50000-100000,0.40102827763496146
36614,Strategy,Indie,156,233,50000-100000,0.40102827763496146
36615,Strategy,Casual,156,233,50000-100000,0.40102827763496146
36616,Action,Action,207,268,20000-50000,0.4357894736842105
36617,Action,Indie,207,268,20000-50000,0.4357894736842105
36618,Indie,Action,207,268,20000-50000,0.4357894736842105
36619,Indie,Indie,207,268,20000-50000,0.4357894736842105
36620,Action,Indie,560,127,50000-100000,0.8151382823871907
36621,Action,Action,560,127,50000-100000,0.8151382823871907
36622,Indie,Indie,560,127,50000-100000,0.8151382823871907
36623,Indie,Action,560,127,50000-100000,0.8151382823871907
36624,Casual,Casual,177,200,200000-500000,0.46949602122015915
36625,Casual,Indie,177,200,200000-500000,0.46949602122015915
36626,Casual,Strategy,177,200,200000-500000,0.46949602122015915
36627,Indie,Casual,177,200,200000-500000,0.46949602122015915
36628,Indie,Indie,177,200,200000-500000,0.46949602122015915
36629,Indie,Strategy,177,200,200000-500000,0.46949602122015915
36630,Strategy,Casual,177,200,200000-500000,0.46949602122015915
36631,Strategy,Indie,177,200,200000-500000,0.46949602122015915
36632,Strategy,Strategy,177,200,200000-500000,0.46949602122015915
36633,Adventure,Adventure,64,19,20000-50000,0.7710843373493976
36634,Adventure,Indie,64,19,20000-50000,0.7710843373493976
36635,Adventure,Casual,64,19,20000-50000,0.7710843373493976
36636,Casual,Adventure,64,19,20000-50000,0.7710843373493976
36637,Casual,Indie,64,19,20000-50000,0.7710843373493976
36638,Casual,Casual,64,19,20000-50000,0.7710843373493976
36639,Indie,Adventure,64,19,20000-50000,0.7710843373493976
36640,Indie,Indie,64,19,20000-50000,0.7710843373493976
36641,Indie,Casual,64,19,20000-50000,0.7710843373493976
36642,Adventure,Strategy,149,86,20000-50000,0.6340425531914894
36643,Adventure,Adventure,149,86,20000-50000,0.6340425531914894
36644,Adventure,Indie,149,86,20000-50000,0.6340425531914894
36645,Indie,Strategy,149,86,20000-50000,0.6340425531914894
36646,Indie,Adventure,149,86,20000-50000,0.6340425531914894
36647,Indie,Indie,149,86,20000-50000,0.6340425531914894
36648,Strategy,Strategy,149,86,20000-50000,0.6340425531914894
36649,Strategy,Adventure,149,86,20000-50000,0.6340425531914894
36650,Strategy,Indie,149,86,20000-50000,0.6340425531914894
36651,Indie,Indie,74,149,200000-500000,0.33183856502242154
36652,Indie,Simulation,74,149,200000-500000,0.33183856502242154
36653,Indie,Female Protagonist,74,149,200000-500000,0.33183856502242154
36654,Simulation,Indie,74,149,200000-500000,0.33183856502242154
36655,Simulation,Simulation,74,149,200000-500000,0.33183856502242154
36656,Simulation,Female Protagonist,74,149,200000-500000,0.33183856502242154
36657,Adventure,Adventure,50,6,50000-100000,0.8928571428571429
36658,Action,Anime,986,115,50000-100000,0.8955495004541326
36659,Action,Action,986,115,50000-100000,0.8955495004541326
36660,Action,Action,97,59,100000-200000,0.6217948717948718
36661,Action,Indie,97,59,100000-200000,0.6217948717948718
36662,Action,Casual,97,59,100000-200000,0.6217948717948718
36663,Adventure,Action,97,59,100000-200000,0.6217948717948718
36664,Adventure,Indie,97,59,100000-200000,0.6217948717948718
36665,Adventure,Casual,97,59,100000-200000,0.6217948717948718
36666,Casual,Action,97,59,100000-200000,0.6217948717948718
36667,Casual,Indie,97,59,100000-200000,0.6217948717948718
36668,Casual,Casual,97,59,100000-200000,0.6217948717948718
36669,Indie,Action,97,59,100000-200000,0.6217948717948718
36670,Indie,Indie,97,59,100000-200000,0.6217948717948718
36671,Indie,Casual,97,59,100000-200000,0.6217948717948718
36672,Adventure,Indie,2367,350,100000-200000,0.8711814501288185
36673,Adventure,Adventure,2367,350,100000-200000,0.8711814501288185
36674,Adventure,Pixel Graphics,2367,350,100000-200000,0.8711814501288185
36675,Indie,Indie,2367,350,100000-200000,0.8711814501288185
36676,Indie,Adventure,2367,350,100000-200000,0.8711814501288185
36677,Indie,Pixel Graphics,2367,350,100000-200000,0.8711814501288185
36678,Adventure,Adventure,15,18,20000-50000,0.45454545454545453
36679,Adventure,Casual,15,18,20000-50000,0.45454545454545453
36680,Adventure,Hidden Object,15,18,20000-50000,0.45454545454545453
36681,Casual,Adventure,15,18,20000-50000,0.45454545454545453
36682,Casual,Casual,15,18,20000-50000,0.45454545454545453
36683,Casual,Hidden Object,15,18,20000-50000,0.45454545454545453
36684,Casual,Indie,65,65,200000-500000,0.5
36685,Casual,Casual,65,65,200000-500000,0.5
36686,Indie,Indie,65,65,200000-500000,0.5
36687,Indie,Casual,65,65,200000-500000,0.5
36688,Action,Sports,62,28,50000-100000,0.6888888888888889
36689,Action,Action,62,28,50000-100000,0.6888888888888889
36690,Action,Adventure,62,28,50000-100000,0.6888888888888889
36691,Adventure,Sports,62,28,50000-100000,0.6888888888888889
36692,Adventure,Action,62,28,50000-100000,0.6888888888888889
36693,Adventure,Adventure,62,28,50000-100000,0.6888888888888889
36694,Casual,Sports,62,28,50000-100000,0.6888888888888889
36695,Casual,Action,62,28,50000-100000,0.6888888888888889
36696,Casual,Adventure,62,28,50000-100000,0.6888888888888889
36697,Indie,Sports,62,28,50000-100000,0.6888888888888889
36698,Indie,Action,62,28,50000-100000,0.6888888888888889
36699,Indie,Adventure,62,28,50000-100000,0.6888888888888889
36700,Sports,Sports,62,28,50000-100000,0.6888888888888889
36701,Sports,Action,62,28,50000-100000,0.6888888888888889
36702,Sports,Adventure,62,28,50000-100000,0.6888888888888889
36703,Racing,Racing,1194,281,100000-200000,0.8094915254237288
36704,Racing,Simulation,1194,281,100000-200000,0.8094915254237288
36705,Simulation,Racing,1194,281,100000-200000,0.8094915254237288
36706,Simulation,Simulation,1194,281,100000-200000,0.8094915254237288
36707,Casual,Casual,53,51,20000-50000,0.5096153846153846
36708,Casual,Simulation,53,51,20000-50000,0.5096153846153846
36709,Simulation,Casual,53,51,20000-50000,0.5096153846153846
36710,Simulation,Simulation,53,51,20000-50000,0.5096153846153846
36711,Adventure,Indie,75,130,200000-500000,0.36585365853658536
36712,Adventure,Casual,75,130,200000-500000,0.36585365853658536
36713,Adventure,Adventure,75,130,200000-500000,0.36585365853658536
36714,Casual,Indie,75,130,200000-500000,0.36585365853658536
36715,Casual,Casual,75,130,200000-500000,0.36585365853658536
36716,Casual,Adventure,75,130,200000-500000,0.36585365853658536
36717,Indie,Indie,75,130,200000-500000,0.36585365853658536
36718,Indie,Casual,75,130,200000-500000,0.36585365853658536
36719,Indie,Adventure,75,130,200000-500000,0.36585365853658536
36720,Adventure,Adventure,15,16,50000-100000,0.4838709677419355
36721,Adventure,Point & Click,15,16,50000-100000,0.4838709677419355
36722,Adventure,Adventure,342,99,100000-200000,0.7755102040816326
36723,Adventure,Indie,342,99,100000-200000,0.7755102040816326
36724,Adventure,Hidden Object,342,99,100000-200000,0.7755102040816326
36725,Indie,Adventure,342,99,100000-200000,0.7755102040816326
36726,Indie,Indie,342,99,100000-200000,0.7755102040816326
36727,Indie,Hidden Object,342,99,100000-200000,0.7755102040816326
36728,Action,Action,50,62,20000-50000,0.44642857142857145
36729,Action,Adventure,50,62,20000-50000,0.44642857142857145
36730,Action,Casual,50,62,20000-50000,0.44642857142857145
36731,Adventure,Action,50,62,20000-50000,0.44642857142857145
36732,Adventure,Adventure,50,62,20000-50000,0.44642857142857145
36733,Adventure,Casual,50,62,20000-50000,0.44642857142857145
36734,Casual,Action,50,62,20000-50000,0.44642857142857145
36735,Casual,Adventure,50,62,20000-50000,0.44642857142857145
36736,Casual,Casual,50,62,20000-50000,0.44642857142857145
36737,Indie,RPG,9,4,20000-50000,0.6923076923076923
36738,Indie,Indie,9,4,20000-50000,0.6923076923076923
36739,Indie,RPGMaker,9,4,20000-50000,0.6923076923076923
36740,RPG,RPG,9,4,20000-50000,0.6923076923076923
36741,RPG,Indie,9,4,20000-50000,0.6923076923076923
36742,RPG,RPGMaker,9,4,20000-50000,0.6923076923076923
36743,Adventure,Casual,94,42,20000-50000,0.6911764705882353
36744,Adventure,Adventure,94,42,20000-50000,0.6911764705882353
36745,Adventure,Hidden Object,94,42,20000-50000,0.6911764705882353
36746,Casual,Casual,94,42,20000-50000,0.6911764705882353
36747,Casual,Adventure,94,42,20000-50000,0.6911764705882353
36748,Casual,Hidden Object,94,42,20000-50000,0.6911764705882353
36749,Adventure,Free to Play,1559,61,200000-500000,0.9623456790123457
