,Genre,Tags,Positive Reviews,Negative Reviews,Copies Sold,Positive Percentage
9974,Free to Play,Multiplayer,23803,2399,2000000-5000000,0.9084421036562095
9975,Free to Play,FPS,23803,2399,2000000-5000000,0.9084421036562095
9976,Indie,Free to Play,23803,2399,2000000-5000000,0.9084421036562095
9977,Indie,Multiplayer,23803,2399,2000000-5000000,0.9084421036562095
9978,Indie,FPS,23803,2399,2000000-5000000,0.9084421036562095
9979,Adventure,Indie,142,298,50000-100000,0.32272727272727275
9980,Adventure,Adventure,142,298,50000-100000,0.32272727272727275
9981,Adventure,Platformer,142,298,50000-100000,0.32272727272727275
9982,Indie,Indie,142,298,50000-100000,0.32272727272727275
9983,Indie,Adventure,142,298,50000-100000,0.32272727272727275
9984,Indie,Platformer,142,298,50000-100000,0.32272727272727275
9985,Adventure,Indie,1064,305,100000-200000,0.7772096420745069
9986,Adventure,Adventure,1064,305,100000-200000,0.7772096420745069
9987,Indie,Indie,1064,305,100000-200000,0.7772096420745069
9988,Indie,Adventure,1064,305,100000-200000,0.7772096420745069
9989,Action,Action,970,380,50000-100000,0.7185185185185186
9990,Action,Indie,970,380,50000-100000,0.7185185185185186
9991,Indie,Action,970,380,50000-100000,0.7185185185185186
9992,Indie,Indie,970,380,50000-100000,0.7185185185185186
9993,Action,Free to Play,133,401,200000-500000,0.24906367041198502
9994,Action,Space,133,401,200000-500000,0.24906367041198502
9995,Action,Action,133,401,200000-500000,0.24906367041198502
9996,Free to Play,Free to Play,133,401,200000-500000,0.24906367041198502
9997,Free to Play,Space,133,401,200000-500000,0.24906367041198502
9998,Free to Play,Action,133,401,200000-500000,0.24906367041198502
9999,Indie,Free to Play,133,401,200000-500000,0.24906367041198502
10000,Indie,Space,133,401,200000-500000,0.24906367041198502
10001,Indie,Action,133,401,200000-500000,0.24906367041198502
10002,Massively Multiplayer,Free to Play,133,401,200000-500000,0.24906367041198502
10003,Massively Multiplayer,Space,133,401,200000-500000,0.24906367041198502
10004,Massively Multiplayer,Action,133,401,200000-500000,0.24906367041198502
10005,Adventure,Adventure,55,30,20000-50000,0.6470588235294118
10006,Adventure,Indie,55,30,20000-50000,0.6470588235294118
10007,Adventure,Platformer,55,30,20000-50000,0.6470588235294118
10008,Indie,Adventure,55,30,20000-50000,0.6470588235294118
10009,Indie,Indie,55,30,20000-50000,0.6470588235294118
10010,Indie,Platformer,55,30,20000-50000,0.6470588235294118
10011,Casual,Sandbox,321,221,20000-50000,0.5922509225092251
10012,Casual,Simulation,321,221,20000-50000,0.5922509225092251
10013,Casual,Indie,321,221,20000-50000,0.5922509225092251
10014,Indie,Sandbox,321,221,20000-50000,0.5922509225092251
10015,Indie,Simulation,321,221,20000-50000,0.5922509225092251
10016,Indie,Indie,321,221,20000-50000,0.5922509225092251
10017,Simulation,Sandbox,321,221,20000-50000,0.5922509225092251
10018,Simulation,Simulation,321,221,20000-50000,0.5922509225092251
10019,Simulation,Indie,321,221,20000-50000,0.5922509225092251
10020,Strategy,Sandbox,321,221,20000-50000,0.5922509225092251
10021,Strategy,Simulation,321,221,20000-50000,0.5922509225092251
10022,Strategy,Indie,321,221,20000-50000,0.5922509225092251
10023,Action,Indie,452,151,100000-200000,0.7495854063018242
10024,Action,Adventure,452,151,100000-200000,0.7495854063018242
10025,Action,Puzzle,452,151,100000-200000,0.7495854063018242
10026,Adventure,Indie,452,151,100000-200000,0.7495854063018242
10027,Adventure,Adventure,452,151,100000-200000,0.7495854063018242
10028,Adventure,Puzzle,452,151,100000-200000,0.7495854063018242
10029,Indie,Indie,452,151,100000-200000,0.7495854063018242
10030,Indie,Adventure,452,151,100000-200000,0.7495854063018242
10031,Indie,Puzzle,452,151,100000-200000,0.7495854063018242
10032,Adventure,RPG,122,86,50000-100000,0.5865384615384616
10033,Adventure,Anime,122,86,50000-100000,0.5865384615384616
10034,Adventure,RPGMaker,122,86,50000-100000,0.5865384615384616
10035,Casual,RPG,122,86,50000-100000,0.5865384615384616
10036,Casual,Anime,122,86,50000-100000,0.5865384615384616
10037,Casual,RPGMaker,122,86,50000-100000,0.5865384615384616
10038,Indie,RPG,122,86,50000-100000,0.5865384615384616
10039,Indie,Anime,122,86,50000-100000,0.5865384615384616
10040,Indie,RPGMaker,122,86,50000-100000,0.5865384615384616
10041,RPG,RPG,122,86,50000-100000,0.5865384615384616
10042,RPG,Anime,122,86,50000-100000,0.5865384615384616
10043,RPG,RPGMaker,122,86,50000-100000,0.5865384615384616
10044,Strategy,RPG,122,86,50000-100000,0.5865384615384616
10045,Strategy,Anime,122,86,50000-100000,0.5865384615384616
10046,Strategy,RPGMaker,122,86,50000-100000,0.5865384615384616
10047,Casual,Puzzle,3482,129,200000-500000,0.9642758238715038
10048,Casual,Indie,3482,129,200000-500000,0.9642758238715038
10049,Casual,Casual,3482,129,200000-500000,0.9642758238715038
10050,Indie,Puzzle,3482,129,200000-500000,0.9642758238715038
10051,Indie,Indie,3482,129,200000-500000,0.9642758238715038
10052,Indie,Casual,3482,129,200000-500000,0.9642758238715038
10053,Strategy,Puzzle,3482,129,200000-500000,0.9642758238715038
10054,Strategy,Indie,3482,129,200000-500000,0.9642758238715038
10055,Strategy,Casual,3482,129,200000-500000,0.9642758238715038
10056,Casual,Simulation,45892,5779,2000000-5000000,0.8881577674130556
10057,Indie,Simulation,45892,5779,2000000-5000000,0.8881577674130556
10058,Simulation,Simulation,45892,5779,2000000-5000000,0.8881577674130556
10059,Adventure,Adventure,272,92,50000-100000,0.7472527472527473
10060,Adventure,Indie,272,92,50000-100000,0.7472527472527473
10061,Indie,Adventure,272,92,50000-100000,0.7472527472527473
10062,Indie,Indie,272,92,50000-100000,0.7472527472527473
10063,RPG,Strategy,221,243,20000-50000,0.47629310344827586
10064,RPG,RPG,221,243,20000-50000,0.47629310344827586
10065,RPG,Turn-Based,221,243,20000-50000,0.47629310344827586
10066,Strategy,Strategy,221,243,20000-50000,0.47629310344827586
10067,Strategy,RPG,221,243,20000-50000,0.47629310344827586
10068,Strategy,Turn-Based,221,243,20000-50000,0.47629310344827586
10069,Indie,RPG,213,98,20000-50000,0.684887459807074
10070,Indie,Indie,213,98,20000-50000,0.684887459807074
10071,RPG,RPG,213,98,20000-50000,0.684887459807074
10072,RPG,Indie,213,98,20000-50000,0.684887459807074
10073,Casual,Puzzle,6860,263,200000-500000,0.9630773550470307
10074,Casual,Indie,6860,263,200000-500000,0.9630773550470307
10075,Casual,Casual,6860,263,200000-500000,0.9630773550470307
10076,Indie,Puzzle,6860,263,200000-500000,0.9630773550470307
10077,Indie,Indie,6860,263,200000-500000,0.9630773550470307
10078,Indie,Casual,6860,263,200000-500000,0.9630773550470307
10079,Free to Play,Free to Play,130,125,100000-200000,0.5098039215686274
10080,Free to Play,Strategy,130,125,100000-200000,0.5098039215686274
10081,Indie,Free to Play,130,125,100000-200000,0.5098039215686274
10082,Indie,Strategy,130,125,100000-200000,0.5098039215686274
10083,Strategy,Free to Play,130,125,100000-200000,0.5098039215686274
10084,Strategy,Strategy,130,125,100000-200000,0.5098039215686274
10085,Action,Indie,89,113,50000-100000,0.4405940594059406
10086,Action,Action,89,113,50000-100000,0.4405940594059406
10087,Action,Adventure,89,113,50000-100000,0.4405940594059406
10088,Adventure,Indie,89,113,50000-100000,0.4405940594059406
10089,Adventure,Action,89,113,50000-100000,0.4405940594059406
10090,Adventure,Adventure,89,113,50000-100000,0.4405940594059406
10091,Indie,Indie,89,113,50000-100000,0.4405940594059406
10092,Indie,Action,89,113,50000-100000,0.4405940594059406
10093,Indie,Adventure,89,113,50000-100000,0.4405940594059406
10094,Action,FPS,801,173,200000-500000,0.8223819301848049
10095,Action,Indie,801,173,200000-500000,0.8223819301848049
10096,Indie,FPS,801,173,200000-500000,0.8223819301848049
10097,Indie,Indie,801,173,200000-500000,0.8223819301848049
10098,Action,Strategy,1626,349,200000-500000,0.8232911392405063
10099,RPG,Strategy,1626,349,200000-500000,0.8232911392405063
10100,Simulation,Strategy,1626,349,200000-500000,0.8232911392405063
10101,Strategy,Strategy,1626,349,200000-500000,0.8232911392405063
10102,Action,Free to Play,415,281,200000-500000,0.5962643678160919
10103,Action,Anime,415,281,200000-500000,0.5962643678160919
10104,Action,Action,415,281,200000-500000,0.5962643678160919
10105,Casual,Free to Play,415,281,200000-500000,0.5962643678160919
10106,Casual,Anime,415,281,200000-500000,0.5962643678160919
10107,Casual,Action,415,281,200000-500000,0.5962643678160919
10108,Free to Play,Free to Play,415,281,200000-500000,0.5962643678160919
10109,Free to Play,Anime,415,281,200000-500000,0.5962643678160919
10110,Free to Play,Action,415,281,200000-500000,0.5962643678160919
10111,Action,Indie,357,172,50000-100000,0.6748582230623819
10112,Action,RPG,357,172,50000-100000,0.6748582230623819
10113,Action,Sandbox,357,172,50000-100000,0.6748582230623819
10114,Indie,Indie,357,172,50000-100000,0.6748582230623819
10115,Indie,RPG,357,172,50000-100000,0.6748582230623819
10116,Indie,Sandbox,357,172,50000-100000,0.6748582230623819
10117,RPG,Indie,357,172,50000-100000,0.6748582230623819
10118,RPG,RPG,357,172,50000-100000,0.6748582230623819
10119,RPG,Sandbox,357,172,50000-100000,0.6748582230623819
10120,Indie,RPG,3349,199,200000-500000,0.9439120631341601
10121,Indie,Indie,3349,199,200000-500000,0.9439120631341601
10122,RPG,RPG,3349,199,200000-500000,0.9439120631341601
10123,RPG,Indie,3349,199,200000-500000,0.9439120631341601
10124,Indie,RPG,368,67,50000-100000,0.8459770114942529
10125,Indie,Indie,368,67,50000-100000,0.8459770114942529
10126,Indie,RPGMaker,368,67,50000-100000,0.8459770114942529
10127,RPG,RPG,368,67,50000-100000,0.8459770114942529
10128,RPG,Indie,368,67,50000-100000,0.8459770114942529
10129,RPG,RPGMaker,368,67,50000-100000,0.8459770114942529
10130,Action,Indie,100,13,20000-50000,0.8849557522123894
10131,Action,Action,100,13,20000-50000,0.8849557522123894
10132,Indie,Indie,100,13,20000-50000,0.8849557522123894
10133,Indie,Action,100,13,20000-50000,0.8849557522123894
10134,Simulation,Simulation,93,219,20000-50000,0.2980769230769231
10135,Action,Indie,131,78,50000-100000,0.6267942583732058
10136,Action,Platformer,131,78,50000-100000,0.6267942583732058
10137,Action,Puzzle,131,78,50000-100000,0.6267942583732058
10138,Indie,Indie,131,78,50000-100000,0.6267942583732058
10139,Indie,Platformer,131,78,50000-100000,0.6267942583732058
10140,Indie,Puzzle,131,78,50000-100000,0.6267942583732058
10141,Casual,Simulation,431,105,50000-100000,0.8041044776119403
10142,Casual,Casual,431,105,50000-100000,0.8041044776119403
10143,Casual,Strategy,431,105,50000-100000,0.8041044776119403
10144,Indie,Simulation,431,105,50000-100000,0.8041044776119403
10145,Indie,Casual,431,105,50000-100000,0.8041044776119403
10146,Indie,Strategy,431,105,50000-100000,0.8041044776119403
10147,Simulation,Simulation,431,105,50000-100000,0.8041044776119403
10148,Simulation,Casual,431,105,50000-100000,0.8041044776119403
10149,Simulation,Strategy,431,105,50000-100000,0.8041044776119403
10150,Strategy,Simulation,431,105,50000-100000,0.8041044776119403
10151,Strategy,Casual,431,105,50000-100000,0.8041044776119403
10152,Strategy,Strategy,431,105,50000-100000,0.8041044776119403
10153,Massively Multiplayer,Racing,747,140,20000-50000,0.8421645997745209
10154,Massively Multiplayer,Simulation,747,140,20000-50000,0.8421645997745209
10155,Massively Multiplayer,Sports,747,140,20000-50000,0.8421645997745209
10156,Racing,Racing,747,140,20000-50000,0.8421645997745209
10157,Racing,Simulation,747,140,20000-50000,0.8421645997745209
10158,Racing,Sports,747,140,20000-50000,0.8421645997745209
10159,Simulation,Racing,747,140,20000-50000,0.8421645997745209
10160,Simulation,Simulation,747,140,20000-50000,0.8421645997745209
10161,Simulation,Sports,747,140,20000-50000,0.8421645997745209
10162,Sports,Racing,747,140,20000-50000,0.8421645997745209
10163,Sports,Simulation,747,140,20000-50000,0.8421645997745209
10164,Sports,Sports,747,140,20000-50000,0.8421645997745209
10165,Casual,Early Access,1581,701,500000-1000000,0.6928133216476775
10166,Casual,Free to Play,1581,701,500000-1000000,0.6928133216476775
10167,Casual,Sandbox,1581,701,500000-1000000,0.6928133216476775
10168,Free to Play,Early Access,1581,701,500000-1000000,0.6928133216476775
10169,Free to Play,Free to Play,1581,701,500000-1000000,0.6928133216476775
10170,Free to Play,Sandbox,1581,701,500000-1000000,0.6928133216476775
10171,Indie,Early Access,1581,701,500000-1000000,0.6928133216476775
10172,Indie,Free to Play,1581,701,500000-1000000,0.6928133216476775
10173,Indie,Sandbox,1581,701,500000-1000000,0.6928133216476775
10174,Early Access,Early Access,1581,701,500000-1000000,0.6928133216476775
10175,Early Access,Free to Play,1581,701,500000-1000000,0.6928133216476775
10176,Early Access,Sandbox,1581,701,500000-1000000,0.6928133216476775
10177,Adventure,Adventure,795,116,50000-100000,0.8726673984632273
10178,Adventure,Female Protagonist,795,116,50000-100000,0.8726673984632273
10179,Adventure,Indie,795,116,50000-100000,0.8726673984632273
10180,Indie,Adventure,795,116,50000-100000,0.8726673984632273
10181,Indie,Female Protagonist,795,116,50000-100000,0.8726673984632273
10182,Indie,Indie,795,116,50000-100000,0.8726673984632273
10183,RPG,Adventure,795,116,50000-100000,0.8726673984632273
10184,RPG,Female Protagonist,795,116,50000-100000,0.8726673984632273
10185,RPG,Indie,795,116,50000-100000,0.8726673984632273
10186,Action,RPG,8045,794,500000-1000000,0.9101708338047291
10187,Action,Action,8045,794,500000-1000000,0.9101708338047291
10188,Indie,RPG,8045,794,500000-1000000,0.9101708338047291
10189,Indie,Action,8045,794,500000-1000000,0.9101708338047291
10190,RPG,RPG,8045,794,500000-1000000,0.9101708338047291
10191,RPG,Action,8045,794,500000-1000000,0.9101708338047291
10192,Simulation,Strategy,9336,1577,1000000-2000000,0.8554934481810684
10193,Simulation,RTS,9336,1577,1000000-2000000,0.8554934481810684
10194,Strategy,Strategy,9336,1577,1000000-2000000,0.8554934481810684
10195,Strategy,RTS,9336,1577,1000000-2000000,0.8554934481810684
10196,Casual,Casual,262,160,50000-100000,0.6208530805687204
10197,Casual,Indie,262,160,50000-100000,0.6208530805687204
10198,Casual,Puzzle,262,160,50000-100000,0.6208530805687204
10199,Indie,Casual,262,160,50000-100000,0.6208530805687204
10200,Indie,Indie,262,160,50000-100000,0.6208530805687204
10201,Indie,Puzzle,262,160,50000-100000,0.6208530805687204
10202,Action,Strategy,2,15,20000-50000,0.11764705882352941
10203,Action,Indie,2,15,20000-50000,0.11764705882352941
10204,Action,RPG,2,15,20000-50000,0.11764705882352941
10205,Indie,Strategy,2,15,20000-50000,0.11764705882352941
10206,Indie,Indie,2,15,20000-50000,0.11764705882352941
10207,Indie,RPG,2,15,20000-50000,0.11764705882352941
10208,RPG,Strategy,2,15,20000-50000,0.11764705882352941
10209,RPG,Indie,2,15,20000-50000,0.11764705882352941
10210,RPG,RPG,2,15,20000-50000,0.11764705882352941
10211,Strategy,Strategy,2,15,20000-50000,0.11764705882352941
10212,Strategy,Indie,2,15,20000-50000,0.11764705882352941
10213,Strategy,RPG,2,15,20000-50000,0.11764705882352941
10214,Casual,Tower Defense,177,80,50000-100000,0.688715953307393
10215,Casual,Strategy,177,80,50000-100000,0.688715953307393
10216,Casual,Indie,177,80,50000-100000,0.688715953307393
10217,Indie,Tower Defense,177,80,50000-100000,0.688715953307393
10218,Indie,Strategy,177,80,50000-100000,0.688715953307393
10219,Indie,Indie,177,80,50000-100000,0.688715953307393
10220,Strategy,Tower Defense,177,80,50000-100000,0.688715953307393
10221,Strategy,Strategy,177,80,50000-100000,0.688715953307393
10222,Strategy,Indie,177,80,50000-100000,0.688715953307393
10223,Action,Action,408,39,20000-50000,0.912751677852349
10224,Action,Platformer,408,39,20000-50000,0.912751677852349
10225,Action,Action,589,917,500000-1000000,0.39110225763612216
10226,Action,Adventure,589,917,500000-1000000,0.39110225763612216
10227,Adventure,Action,589,917,500000-1000000,0.39110225763612216
10228,Adventure,Adventure,589,917,500000-1000000,0.39110225763612216
10229,Action,Adventure,1825,374,200000-500000,0.8299226921327876
10230,Action,Action,1825,374,200000-500000,0.8299226921327876
10231,Adventure,Adventure,1825,374,200000-500000,0.8299226921327876
10232,Adventure,Action,1825,374,200000-500000,0.8299226921327876
10233,Simulation,Simulation,143,803,50000-100000,0.1511627906976744
10234,Simulation,Management,143,803,50000-100000,0.1511627906976744
10235,Simulation,Simulation,145,386,50000-100000,0.2730696798493409
10236,RPG,RPG,43,23,20000-50000,0.6515151515151515
10237,Action,Anime,148,145,50000-100000,0.5051194539249146
10238,Action,Action,557,170,200000-500000,0.7661623108665749
10239,Action,Racing,113,315,200000-500000,0.26401869158878505
10240,Action,Action,113,315,200000-500000,0.26401869158878505
10241,Racing,Racing,113,315,200000-500000,0.26401869158878505
10242,Racing,Action,113,315,200000-500000,0.26401869158878505
10243,Action,Action,96,313,100000-200000,0.23471882640586797
10244,Strategy,Strategy,231,84,200000-500000,0.7333333333333333
10245,Strategy,Action,231,84,200000-500000,0.7333333333333333
10246,Action,Horror,10581,2363,500000-1000000,0.8174443757725587
10247,Action,Indie,3247,220,200000-500000,0.9365445630227863
10248,Action,Space,3247,220,200000-500000,0.9365445630227863
10249,Action,Action,3247,220,200000-500000,0.9365445630227863
10250,Adventure,Indie,3247,220,200000-500000,0.9365445630227863
10251,Adventure,Space,3247,220,200000-500000,0.9365445630227863
10252,Adventure,Action,3247,220,200000-500000,0.9365445630227863
10253,Indie,Indie,3247,220,200000-500000,0.9365445630227863
10254,Indie,Space,3247,220,200000-500000,0.9365445630227863
10255,Indie,Action,3247,220,200000-500000,0.9365445630227863
10256,Strategy,Indie,3247,220,200000-500000,0.9365445630227863
10257,Strategy,Space,3247,220,200000-500000,0.9365445630227863
10258,Strategy,Action,3247,220,200000-500000,0.9365445630227863
10259,Action,Strategy,149,122,50000-100000,0.5498154981549815
10260,Action,Turn-Based,149,122,50000-100000,0.5498154981549815
10261,Action,Action,149,122,50000-100000,0.5498154981549815
10262,Adventure,Strategy,149,122,50000-100000,0.5498154981549815
10263,Adventure,Turn-Based,149,122,50000-100000,0.5498154981549815
10264,Adventure,Action,149,122,50000-100000,0.5498154981549815
10265,Strategy,Strategy,149,122,50000-100000,0.5498154981549815
10266,Strategy,Turn-Based,149,122,50000-100000,0.5498154981549815
10267,Strategy,Action,149,122,50000-100000,0.5498154981549815
10268,Action,Action,637,105,50000-100000,0.8584905660377359
10269,Action,Indie,637,105,50000-100000,0.8584905660377359
10270,Indie,Action,637,105,50000-100000,0.8584905660377359
10271,Indie,Indie,637,105,50000-100000,0.8584905660377359
10272,Action,Indie,656,99,100000-200000,0.8688741721854305
10273,Action,Action,656,99,100000-200000,0.8688741721854305
10274,Action,Adventure,656,99,100000-200000,0.8688741721854305
10275,Adventure,Indie,656,99,100000-200000,0.8688741721854305
10276,Adventure,Action,656,99,100000-200000,0.8688741721854305
10277,Adventure,Adventure,656,99,100000-200000,0.8688741721854305
10278,Indie,Indie,656,99,100000-200000,0.8688741721854305
10279,Indie,Action,656,99,100000-200000,0.8688741721854305
10280,Indie,Adventure,656,99,100000-200000,0.8688741721854305
10281,Casual,Casual,63,65,20000-50000,0.4921875
10282,Casual,Indie,63,65,20000-50000,0.4921875
10283,Indie,Casual,63,65,20000-50000,0.4921875
10284,Indie,Indie,63,65,20000-50000,0.4921875
10285,Indie,Indie,259,22,20000-50000,0.9217081850533808
10286,Indie,Racing,162,72,20000-50000,0.6923076923076923
10287,Indie,Indie,162,72,20000-50000,0.6923076923076923
10288,Indie,Multiplayer,162,72,20000-50000,0.6923076923076923
10289,Racing,Racing,162,72,20000-50000,0.6923076923076923
10290,Racing,Indie,162,72,20000-50000,0.6923076923076923
10291,Racing,Multiplayer,162,72,20000-50000,0.6923076923076923
10292,Strategy,Strategy,1054,93,100000-200000,0.918918918918919
10293,Adventure,Anime,5666,1533,2000000-5000000,0.7870537574663148
10294,Adventure,Free to Play,5666,1533,2000000-5000000,0.7870537574663148
10295,Casual,Anime,5666,1533,2000000-5000000,0.7870537574663148
10296,Casual,Free to Play,5666,1533,2000000-5000000,0.7870537574663148
10297,Free to Play,Anime,5666,1533,2000000-5000000,0.7870537574663148
10298,Free to Play,Free to Play,5666,1533,2000000-5000000,0.7870537574663148
10299,Massively Multiplayer,Anime,5666,1533,2000000-5000000,0.7870537574663148
10300,Massively Multiplayer,Free to Play,5666,1533,2000000-5000000,0.7870537574663148
10301,RPG,Anime,5666,1533,2000000-5000000,0.7870537574663148
10302,RPG,Free to Play,5666,1533,2000000-5000000,0.7870537574663148
10303,Strategy,Strategy,28774,7018,1000000-2000000,0.8039226642825212
10304,Strategy,Turn-Based,28774,7018,1000000-2000000,0.8039226642825212
10305,Action,Action,29,32,20000-50000,0.47540983606557374
10306,Action,Adventure,29,32,20000-50000,0.47540983606557374
10307,Action,Indie,29,32,20000-50000,0.47540983606557374
10308,Adventure,Action,29,32,20000-50000,0.47540983606557374
10309,Adventure,Adventure,29,32,20000-50000,0.47540983606557374
10310,Adventure,Indie,29,32,20000-50000,0.47540983606557374
10311,Indie,Action,29,32,20000-50000,0.47540983606557374
10312,Indie,Adventure,29,32,20000-50000,0.47540983606557374
10313,Indie,Indie,29,32,20000-50000,0.47540983606557374
10314,Adventure,Adventure,777,267,200000-500000,0.7442528735632183
10315,Adventure,Point & Click,777,267,200000-500000,0.7442528735632183
10316,Adventure,Indie,777,267,200000-500000,0.7442528735632183
10317,Indie,Adventure,777,267,200000-500000,0.7442528735632183
10318,Indie,Point & Click,777,267,200000-500000,0.7442528735632183
10319,Indie,Indie,777,267,200000-500000,0.7442528735632183
10320,Action,Early Access,3965,525,200000-500000,0.8830734966592427
10321,Action,Sandbox,3965,525,200000-500000,0.8830734966592427
10322,Adventure,Early Access,3965,525,200000-500000,0.8830734966592427
10323,Adventure,Sandbox,3965,525,200000-500000,0.8830734966592427
10324,Indie,Early Access,3965,525,200000-500000,0.8830734966592427
10325,Indie,Sandbox,3965,525,200000-500000,0.8830734966592427
10326,RPG,Early Access,3965,525,200000-500000,0.8830734966592427
10327,RPG,Sandbox,3965,525,200000-500000,0.8830734966592427
10328,Simulation,Early Access,3965,525,200000-500000,0.8830734966592427
10329,Simulation,Sandbox,3965,525,200000-500000,0.8830734966592427
10330,Strategy,Early Access,3965,525,200000-500000,0.8830734966592427
10331,Strategy,Sandbox,3965,525,200000-500000,0.8830734966592427
10332,Early Access,Early Access,3965,525,200000-500000,0.8830734966592427
10333,Early Access,Sandbox,3965,525,200000-500000,0.8830734966592427
10334,Action,Indie,5488,936,200000-500000,0.8542963885429639
10335,Action,RPG,5488,936,200000-500000,0.8542963885429639
10336,Adventure,Indie,5488,936,200000-500000,0.8542963885429639
10337,Adventure,RPG,5488,936,200000-500000,0.8542963885429639
10338,Indie,Indie,5488,936,200000-500000,0.8542963885429639
10339,Indie,RPG,5488,936,200000-500000,0.8542963885429639
10340,RPG,Indie,5488,936,200000-500000,0.8542963885429639
10341,RPG,RPG,5488,936,200000-500000,0.8542963885429639
10342,Adventure,Casual,206,66,50000-100000,0.7573529411764706
10343,Adventure,Hidden Object,206,66,50000-100000,0.7573529411764706
10344,Adventure,Adventure,206,66,50000-100000,0.7573529411764706
10345,Casual,Casual,206,66,50000-100000,0.7573529411764706
10346,Casual,Hidden Object,206,66,50000-100000,0.7573529411764706
10347,Casual,Adventure,206,66,50000-100000,0.7573529411764706
10348,Indie,Casual,206,66,50000-100000,0.7573529411764706
10349,Indie,Hidden Object,206,66,50000-100000,0.7573529411764706
10350,Indie,Adventure,206,66,50000-100000,0.7573529411764706
10351,Action,Strategy,2615,1195,500000-1000000,0.6863517060367454
10352,Indie,Strategy,2615,1195,500000-1000000,0.6863517060367454
10353,Strategy,Strategy,2615,1195,500000-1000000,0.6863517060367454
10354,Action,Platformer,38821,1698,1000000-2000000,0.9580937338038945
10355,Indie,Platformer,38821,1698,1000000-2000000,0.9580937338038945
10356,Action,Action,407,23,20000-50000,0.9465116279069767
10357,Action,Indie,407,23,20000-50000,0.9465116279069767
10358,Indie,Action,407,23,20000-50000,0.9465116279069767
10359,Indie,Indie,407,23,20000-50000,0.9465116279069767
10360,Indie,Anime,93,37,20000-50000,0.7153846153846154
10361,Indie,RPG,93,37,20000-50000,0.7153846153846154
10362,Indie,Indie,93,37,20000-50000,0.7153846153846154
10363,RPG,Anime,93,37,20000-50000,0.7153846153846154
10364,RPG,RPG,93,37,20000-50000,0.7153846153846154
10365,RPG,Indie,93,37,20000-50000,0.7153846153846154
10366,Indie,Indie,912,224,50000-100000,0.8028169014084507
10367,RPG,Indie,912,224,50000-100000,0.8028169014084507
10368,Adventure,Horror,1519,147,100000-200000,0.9117647058823529
10369,Adventure,Indie,1519,147,100000-200000,0.9117647058823529
10370,Adventure,Adventure,1519,147,100000-200000,0.9117647058823529
10371,Indie,Horror,1519,147,100000-200000,0.9117647058823529
10372,Indie,Indie,1519,147,100000-200000,0.9117647058823529
10373,Indie,Adventure,1519,147,100000-200000,0.9117647058823529
10374,Adventure,Indie,329,96,50000-100000,0.7741176470588236
10375,Casual,Indie,329,96,50000-100000,0.7741176470588236
10376,Indie,Indie,329,96,50000-100000,0.7741176470588236
10377,RPG,Indie,329,96,50000-100000,0.7741176470588236
10378,Action,Indie,167,62,20000-50000,0.7292576419213974
10379,Action,Casual,167,62,20000-50000,0.7292576419213974
10380,Action,Simulation,167,62,20000-50000,0.7292576419213974
10381,Casual,Indie,167,62,20000-50000,0.7292576419213974
10382,Casual,Casual,167,62,20000-50000,0.7292576419213974
10383,Casual,Simulation,167,62,20000-50000,0.7292576419213974
10384,Indie,Indie,167,62,20000-50000,0.7292576419213974
10385,Indie,Casual,167,62,20000-50000,0.7292576419213974
10386,Indie,Simulation,167,62,20000-50000,0.7292576419213974
10387,Simulation,Indie,167,62,20000-50000,0.7292576419213974
10388,Simulation,Casual,167,62,20000-50000,0.7292576419213974
10389,Simulation,Simulation,167,62,20000-50000,0.7292576419213974
10390,Casual,VR,624,67,50000-100000,0.9030390738060782
10391,Casual,Sports,624,67,50000-100000,0.9030390738060782
10392,Casual,Simulation,624,67,50000-100000,0.9030390738060782
10393,Indie,VR,624,67,50000-100000,0.9030390738060782
10394,Indie,Sports,624,67,50000-100000,0.9030390738060782
10395,Indie,Simulation,624,67,50000-100000,0.9030390738060782
10396,Simulation,VR,624,67,50000-100000,0.9030390738060782
10397,Simulation,Sports,624,67,50000-100000,0.9030390738060782
10398,Simulation,Simulation,624,67,50000-100000,0.9030390738060782
10399,Sports,VR,624,67,50000-100000,0.9030390738060782
10400,Sports,Sports,624,67,50000-100000,0.9030390738060782
10401,Sports,Simulation,624,67,50000-100000,0.9030390738060782
10402,Strategy,VR,624,67,50000-100000,0.9030390738060782
10403,Strategy,Sports,624,67,50000-100000,0.9030390738060782
10404,Strategy,Simulation,624,67,50000-100000,0.9030390738060782
10405,RPG,Early Access,407,88,20000-50000,0.8222222222222222
10406,RPG,RPG,407,88,20000-50000,0.8222222222222222
10407,Early Access,Early Access,407,88,20000-50000,0.8222222222222222
10408,Early Access,RPG,407,88,20000-50000,0.8222222222222222
10409,Action,RPG,14929,4023,1000000-2000000,0.7877268889826932
10410,Action,Indie,14929,4023,1000000-2000000,0.7877268889826932
10411,Adventure,RPG,14929,4023,1000000-2000000,0.7877268889826932
10412,Adventure,Indie,14929,4023,1000000-2000000,0.7877268889826932
10413,Indie,RPG,14929,4023,1000000-2000000,0.7877268889826932
10414,Indie,Indie,14929,4023,1000000-2000000,0.7877268889826932
10415,Massively Multiplayer,RPG,14929,4023,1000000-2000000,0.7877268889826932
10416,Massively Multiplayer,Indie,14929,4023,1000000-2000000,0.7877268889826932
10417,RPG,RPG,14929,4023,1000000-2000000,0.7877268889826932
